pred: fbmj0, true: fadg0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: frng0, true: frng0, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: fbmj0, true: frng0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mjvw0, true: fsag0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: mjwt0, true: fsag0, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: fsag0, true: fsah0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mrml0, true: fsah0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: medr0, true: fsak0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: fbjl0, true: fsak0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: mpmb0, true: fsbk0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: mpmb0, true: fsbk0, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: mrjh0, true: fscn0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: mrjh0, true: fscn0, file: sa2, noise: SIGNAL019.wav, level: 0 dB.
pred: fgrw0, true: fsdc0, file: sa1, noise: SIGNAL023.wav, level: 0 dB.
pred: fjrp1, true: fsdc0, file: sa2, noise: SIGNAL005.wav, level: 0 dB.
pred: fram1, true: fsdj0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mpmb0, true: fsdj0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: fpab1, true: fsem0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: mctw0, true: fsem0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: flag0, true: fsgf0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: flag0, true: fsgf0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: fclt0, true: fsjg0, file: sa1, noise: SIGNAL017.wav, level: 0 dB.
pred: mcmb0, true: fsjg0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: fpac0, true: fsjk1, file: sa1, noise: SIGNAL011.wav, level: 0 dB.
pred: fjen0, true: fsjk1, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: fmju0, true: fsjs0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mctw0, true: fsjs0, file: sa2, noise: SIGNAL002.wav, level: 0 dB.
pred: fjdm2, true: fsjw0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: fjdm2, true: fsjw0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mbar0, true: fskc0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: fjrp1, true: fskc0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: mpmb0, true: fskl0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: mwem0, true: fskl0, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: mctw0, true: fskp0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mrml0, true: fskp0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: fjsp0, true: fslb1, file: sa1, noise: SIGNAL011.wav, level: 0 dB.
pred: fjdm2, true: fslb1, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: mpmb0, true: fsls0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: fbjl0, true: fsls0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: fjrp1, true: fsma0, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: fsma0, true: fsma0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: fisb0, true: fsmm0, file: sa1, noise: SIGNAL017.wav, level: 0 dB.
pred: mpab0, true: fsmm0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: fjrp1, true: fsms1, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: flag0, true: fsms1, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mctw0, true: fspm0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: flag0, true: fspm0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: fjrp1, true: fsrh0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: mjwg0, true: fsrh0, file: sa2, noise: SIGNAL019.wav, level: 0 dB.
pred: mctw0, true: fssb0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: fpac0, true: fssb0, file: sa2, noise: SIGNAL011.wav, level: 0 dB.
pred: mdld0, true: fsxa0, file: sa1, noise: SIGNAL023.wav, level: 0 dB.
pred: mrml0, true: fsxa0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: mrml0, true: ftaj0, file: sa1, noise: SIGNAL015.wav, level: 0 dB.
pred: mtbc0, true: ftaj0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: fsag0, true: ftbr0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mctw0, true: ftbr0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mmxs0, true: ftbw0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: mtbc0, true: ftbw0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mctw0, true: ftlg0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: flag0, true: ftlg0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mtbc0, true: ftlh0, file: sa1, noise: SIGNAL006.wav, level: 0 dB.
pred: ftlh0, true: ftlh0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: fdxw0, true: ftmg0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: mctw0, true: ftmg0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: futb0, true: futb0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: msfh1, true: futb0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: fjrp1, true: fvfb0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: fjrp1, true: fvfb0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: frew0, true: fvkb0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: fjrp1, true: fvkb0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: fpac0, true: fvmh0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mmeb0, true: fvmh0, file: sa2, noise: SIGNAL008.wav, level: 0 dB.
pred: mpmb0, true: mabc0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mbar0, true: mabc0, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: majp0, true: mabw0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: fsag0, true: mabw0, file: sa2, noise: SIGNAL012.wav, level: 0 dB.
pred: madc0, true: madc0, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: mejs0, true: madc0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: majp0, true: madd0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: mpmb0, true: madd0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mbar0, true: maeb0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: mhmg0, true: maeb0, file: sa2, noise: SIGNAL008.wav, level: 0 dB.
pred: mejs0, true: maeo0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mtbc0, true: maeo0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mahh0, true: mafm0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: fjsa0, true: mafm0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mctw0, true: mahh0, file: sa1, noise: SIGNAL004.wav, level: 0 dB.
pred: mgxp0, true: mahh0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mbar0, true: majc0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: majc0, true: majc0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: mdld0, true: majp0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: mtbc0, true: majp0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: makb0, true: makb0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mpmb0, true: makb0, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: mbar0, true: makr0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: makr0, true: makr0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mctw0, true: mapv0, file: sa1, noise: SIGNAL004.wav, level: 0 dB.
pred: mbar0, true: mapv0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mpmb0, true: marc0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mpar0, true: marc0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: marw0, true: marw0, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: fbmj0, true: marw0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mbar0, true: mbar0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mctw0, true: mbar0, file: sa2, noise: SIGNAL003.wav, level: 0 dB.
pred: mpmb0, true: mbbr0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mbar0, true: mbbr0, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: fsag0, true: mbcg0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: majp0, true: mbcg0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mjvw0, true: mbdg0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: mrjb1, true: mbdg0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: mdrb0, true: mbef0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mbef0, true: mbef0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: fsag0, true: mbgt0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: majp0, true: mbgt0, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: mctw0, true: mbjk0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mfrm0, true: mbjk0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: mtkd0, true: mbjv0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: mbjv0, true: mbjv0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mctw0, true: mbma0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mmbs0, true: mbma0, file: sa2, noise: SIGNAL011.wav, level: 0 dB.
pred: fgdp0, true: mbma1, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: fpac0, true: mbma1, file: sa2, noise: SIGNAL011.wav, level: 0 dB.
pred: majp0, true: mbml0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: mtbc0, true: mbml0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mbns0, true: mbns0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: mbar0, true: mbns0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mcmb0, true: mbom0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mdpb0, true: mbom0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mjjg0, true: mbpm0, file: sa1, noise: SIGNAL023.wav, level: 0 dB.
pred: mkdb0, true: mbpm0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: flag0, true: mbsb0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: mctw0, true: mbsb0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mdrb0, true: mbth0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mkdr0, true: mbth0, file: sa2, noise: SIGNAL003.wav, level: 0 dB.
pred: mjwt0, true: mbwm0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: mctw0, true: mbwm0, file: sa2, noise: SIGNAL021.wav, level: 0 dB.
pred: mctw0, true: mbwp0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: mctw0, true: mbwp0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mjrf0, true: mcae0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mcae0, true: mcae0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: mmeb0, true: mcal0, file: sa1, noise: SIGNAL017.wav, level: 0 dB.
pred: fsag0, true: mcal0, file: sa2, noise: SIGNAL012.wav, level: 0 dB.
pred: mmdg0, true: mccs0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: mccs0, true: mccs0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mbar0, true: mcdc0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: fpac0, true: mcdc0, file: sa2, noise: SIGNAL011.wav, level: 0 dB.
pred: mcdd0, true: mcdd0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mtpr0, true: mcdd0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mwdk0, true: mcdr0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: mrml0, true: mcdr0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: mctw0, true: mcef0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: mkrg0, true: mcef0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mbar0, true: mcem0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: mdrb0, true: mcem0, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: mcew0, true: mcew0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: mjvw0, true: mcew0, file: sa2, noise: SIGNAL003.wav, level: 0 dB.
pred: mkrg0, true: mchh0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: mcmb0, true: mchh0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mmeb0, true: mchl0, file: sa1, noise: SIGNAL008.wav, level: 0 dB.
pred: mgag0, true: mchl0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mgmm0, true: mclk0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mter0, true: mclk0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mtbc0, true: mclm0, file: sa1, noise: SIGNAL006.wav, level: 0 dB.
pred: mdrb0, true: mclm0, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: mtrr0, true: mcmb0, file: sa1, noise: SIGNAL023.wav, level: 0 dB.
pred: mctw0, true: mcmb0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mcmb0, true: mcmj0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: mctw0, true: mcmj0, file: sa2, noise: SIGNAL002.wav, level: 0 dB.
pred: mpmb0, true: mcpm0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: mrfl0, true: mcpm0, file: sa2, noise: SIGNAL017.wav, level: 0 dB.
pred: mdwh0, true: mcrc0, file: sa1, noise: SIGNAL011.wav, level: 0 dB.
pred: mcrc0, true: mcrc0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mpmb0, true: mcre0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mcre0, true: mcre0, file: sa2, noise: SIGNAL005.wav, level: 0 dB.
pred: mpmb0, true: mcsh0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: mctw0, true: mcsh0, file: sa2, noise: SIGNAL002.wav, level: 0 dB.
pred: mahh0, true: mcss0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: fsag0, true: mcss0, file: sa2, noise: SIGNAL012.wav, level: 0 dB.
pred: mdld0, true: mcth0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: mctw0, true: mcth0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mejs0, true: mctm0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: mkrg0, true: mctm0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mkdt0, true: mctt0, file: sa1, noise: SIGNAL018.wav, level: 0 dB.
pred: mctw0, true: mctt0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mctw0, true: mctw0, file: sa1, noise: SIGNAL006.wav, level: 0 dB.
pred: mejs0, true: mctw0, file: sa2, noise: SIGNAL021.wav, level: 0 dB.
pred: mctw0, true: mcxm0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mrml0, true: mcxm0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: mrml0, true: mdab0, file: sa1, noise: SIGNAL015.wav, level: 0 dB.
pred: mpmb0, true: mdab0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: mdwh0, true: mdac0, file: sa1, noise: SIGNAL011.wav, level: 0 dB.
pred: mrkm0, true: mdac0, file: sa2, noise: SIGNAL003.wav, level: 0 dB.
pred: mdac2, true: mdac2, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mkdt0, true: mdac2, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: mdas0, true: mdas0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: majp0, true: mdas0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mgmm0, true: mdaw1, file: sa1, noise: SIGNAL023.wav, level: 0 dB.
pred: mgag0, true: mdaw1, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: frew0, true: mdbb0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: flag0, true: mdbb0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mdlc0, true: mdbb1, file: sa1, noise: SIGNAL006.wav, level: 0 dB.
pred: mbar0, true: mdbb1, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mctw0, true: mdbp0, file: sa1, noise: SIGNAL004.wav, level: 0 dB.
pred: mtbc0, true: mdbp0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: majp0, true: mdcd0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: mpgh0, true: mdcd0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mgag0, true: mdcm0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: mpmb0, true: mdcm0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mmeb0, true: mddc0, file: sa1, noise: SIGNAL008.wav, level: 0 dB.
pred: mddc0, true: mddc0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: fsag0, true: mded0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mded0, true: mded0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mrlj0, true: mdef0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mpab0, true: mdef0, file: sa2, noise: SIGNAL023.wav, level: 0 dB.
pred: mcmb0, true: mdem0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: fsag0, true: mdem0, file: sa2, noise: SIGNAL012.wav, level: 0 dB.
pred: mpmb0, true: mdhl0, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: mdhl0, true: mdhl0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: majp0, true: mdhs0, file: sa1, noise: SIGNAL018.wav, level: 0 dB.
pred: mpmb0, true: mdhs0, file: sa2, noise: SIGNAL021.wav, level: 0 dB.
pred: mjvw0, true: mdjm0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mrmh0, true: mdjm0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mbar0, true: mdks0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: mdks0, true: mdks0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mbar0, true: mdlb0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mpmb0, true: mdlb0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: mdlc0, true: mdlc0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: mdlc0, true: mdlc0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: mdlc1, true: mdlc1, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: fcyl0, true: mdlc1, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: mpmb0, true: mdlc2, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mtbc0, true: mdlc2, file: sa2, noise: SIGNAL019.wav, level: 0 dB.
pred: mpmb0, true: mdld0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: mbar0, true: mdld0, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: mctw0, true: mdlf0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mctw0, true: mdlf0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mrml0, true: mdlh0, file: sa1, noise: SIGNAL015.wav, level: 0 dB.
pred: mter0, true: mdlh0, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: mtlc0, true: mdlm0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mkrg0, true: mdlm0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mctw0, true: mdlr0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: mkdt0, true: mdlr0, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: mdlr1, true: mdlr1, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mcmb0, true: mdlr1, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mmeb0, true: mdls0, file: sa1, noise: SIGNAL008.wav, level: 0 dB.
pred: majp0, true: mdls0, file: sa2, noise: SIGNAL019.wav, level: 0 dB.
pred: majp0, true: mdma0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: majp0, true: mdma0, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: mhmg0, true: mdmt0, file: sa1, noise: SIGNAL008.wav, level: 0 dB.
pred: mmbs0, true: mdmt0, file: sa2, noise: SIGNAL011.wav, level: 0 dB.
pred: mdwh0, true: mdns0, file: sa1, noise: SIGNAL011.wav, level: 0 dB.
pred: mctw0, true: mdns0, file: sa2, noise: SIGNAL021.wav, level: 0 dB.
pred: mpmb0, true: mdpb0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mbar0, true: mdpb0, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: mdps0, true: mdpk0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mtbc0, true: mdpk0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mrcg0, true: mdps0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mctw0, true: mdps0, file: sa2, noise: SIGNAL021.wav, level: 0 dB.
pred: majp0, true: mdrb0, file: sa1, noise: SIGNAL018.wav, level: 0 dB.
pred: mrcg0, true: mdrb0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: fsag0, true: mdrd0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mtbc0, true: mdrd0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: majp0, true: mdrm0, file: sa1, noise: SIGNAL018.wav, level: 0 dB.
pred: mdrm0, true: mdrm0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mkdr0, true: mdsc0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mcmb0, true: mdsc0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mjvw0, true: mdsj0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mmeb0, true: mdsj0, file: sa2, noise: SIGNAL008.wav, level: 0 dB.
pred: mjvw0, true: mdss0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: fbmj0, true: mdss0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: fsag0, true: mdss1, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mrlj0, true: mdss1, file: sa2, noise: SIGNAL017.wav, level: 0 dB.
pred: majp0, true: mdtb0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: mpmb0, true: mdtb0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: flkm0, true: mdvc0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: mtbc0, true: mdvc0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: medr0, true: mdwa0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: fbmj0, true: mdwa0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mctw0, true: mdwd0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mdac0, true: mdwd0, file: sa2, noise: SIGNAL003.wav, level: 0 dB.
pred: medr0, true: mdwh0, file: sa1, noise: SIGNAL017.wav, level: 0 dB.
pred: mmsm0, true: mdwh0, file: sa2, noise: SIGNAL008.wav, level: 0 dB.
pred: fsag0, true: mdwk0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: fsag0, true: mdwk0, file: sa2, noise: SIGNAL012.wav, level: 0 dB.
pred: mtdt0, true: mdwm0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: majp0, true: mdwm0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mkdt0, true: meal0, file: sa1, noise: SIGNAL018.wav, level: 0 dB.
pred: mrmh0, true: meal0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: marw0, true: medr0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: medr0, true: medr0, file: sa2, noise: SIGNAL017.wav, level: 0 dB.
pred: mjvw0, true: mefg0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: mmeb0, true: mefg0, file: sa2, noise: SIGNAL008.wav, level: 0 dB.
pred: mgag0, true: megj0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: mbar0, true: megj0, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: fsag0, true: mejl0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mjjg0, true: mejl0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: mejs0, true: mejs0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: msjk0, true: mejs0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: mctw0, true: mers0, file: sa1, noise: SIGNAL004.wav, level: 0 dB.
pred: mers0, true: mers0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mrpc0, true: mesd0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: fbmj0, true: mesd0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mrtj0, true: mesg0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mrml0, true: mesg0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: msrg0, true: mesj0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: mmlm0, true: mesj0, file: sa2, noise: SIGNAL023.wav, level: 0 dB.
pred: mrml0, true: mewm0, file: sa1, noise: SIGNAL015.wav, level: 0 dB.
pred: mrml0, true: mewm0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: mdhl0, true: mfer0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mfer0, true: mfer0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: mbar0, true: mfgk0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: mrml0, true: mfgk0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
