pred: fhes0, true: fadg0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: frll0, true: frll0, file: sa2, noise: SIGNAL023.wav, level: 0 dB.
pred: frng0, true: frng0, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: flmk0, true: frng0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: fsag0, true: fsag0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: fsag0, true: fsag0, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: fsah0, true: fsah0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: fsjw0, true: fsah0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: flma0, true: fsak0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: fjre0, true: fsak0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: fdjh0, true: fsbk0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: fsbk0, true: fsbk0, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: fscn0, true: fscn0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: fscn0, true: fscn0, file: sa2, noise: SIGNAL019.wav, level: 0 dB.
pred: fsdc0, true: fsdc0, file: sa1, noise: SIGNAL023.wav, level: 0 dB.
pred: fpad0, true: fsdc0, file: sa2, noise: SIGNAL005.wav, level: 0 dB.
pred: fsjs0, true: fsdj0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: fpmy0, true: fsdj0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: fjlg0, true: fsem0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: fsgf0, true: fsem0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: fsgf0, true: fsgf0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: fmcm0, true: fsgf0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: fmcm0, true: fsjg0, file: sa1, noise: SIGNAL017.wav, level: 0 dB.
pred: flkm0, true: fsjg0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: fawf0, true: fsjk1, file: sa1, noise: SIGNAL011.wav, level: 0 dB.
pred: fpmy0, true: fsjk1, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: fsjs0, true: fsjs0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: fjkl0, true: fsjs0, file: sa2, noise: SIGNAL002.wav, level: 0 dB.
pred: fdkn0, true: fsjw0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: fsjw0, true: fsjw0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: fskc0, true: fskc0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: fskc0, true: fskc0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: fljg0, true: fskl0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: fskl0, true: fskl0, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: fjkl0, true: fskp0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: fjsa0, true: fskp0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: fmcm0, true: fslb1, file: sa1, noise: SIGNAL011.wav, level: 0 dB.
pred: fslb1, true: fslb1, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: fskp0, true: fsls0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: fsls0, true: fsls0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: fsma0, true: fsma0, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: fsma0, true: fsma0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: fsmm0, true: fsmm0, file: sa1, noise: SIGNAL017.wav, level: 0 dB.
pred: fkdw0, true: fsmm0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: fsms1, true: fsms1, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: fjxp0, true: fsms1, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: fjem0, true: fspm0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: flac0, true: fspm0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: fsrh0, true: fsrh0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: freh0, true: fsrh0, file: sa2, noise: SIGNAL019.wav, level: 0 dB.
pred: fpmy0, true: fssb0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: fear0, true: fssb0, file: sa2, noise: SIGNAL011.wav, level: 0 dB.
pred: fsxa0, true: fsxa0, file: sa1, noise: SIGNAL023.wav, level: 0 dB.
pred: fmaf0, true: fsxa0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: ftaj0, true: ftaj0, file: sa1, noise: SIGNAL015.wav, level: 0 dB.
pred: fear0, true: ftaj0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: ftbr0, true: ftbr0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: fjxp0, true: ftbr0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: ftbw0, true: ftbw0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: fjhk0, true: ftbw0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: flmc0, true: ftlg0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: ftlg0, true: ftlg0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: fjwb1, true: ftlh0, file: sa1, noise: SIGNAL006.wav, level: 0 dB.
pred: ftlh0, true: ftlh0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: ftmg0, true: ftmg0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: ftmg0, true: ftmg0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: futb0, true: futb0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: futb0, true: futb0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: fpaf0, true: fvfb0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: fvfb0, true: fvfb0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: fmcm0, true: fvkb0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: fjlr0, true: fvkb0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: ftaj0, true: fvmh0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: flas0, true: fvmh0, file: sa2, noise: SIGNAL008.wav, level: 0 dB.
pred: mjee0, true: mabc0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mmjb1, true: mabc0, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: mabw0, true: mabw0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: mabw0, true: mabw0, file: sa2, noise: SIGNAL012.wav, level: 0 dB.
pred: madc0, true: madc0, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: madc0, true: madc0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: madd0, true: madd0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: madd0, true: madd0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: maeb0, true: maeb0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: mmgk0, true: maeb0, file: sa2, noise: SIGNAL008.wav, level: 0 dB.
pred: maeo0, true: maeo0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: maeo0, true: maeo0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: marw0, true: mafm0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mafm0, true: mafm0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mstk0, true: mahh0, file: sa1, noise: SIGNAL004.wav, level: 0 dB.
pred: mjra0, true: mahh0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: majc0, true: majc0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: majc0, true: majc0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: majp0, true: majp0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: majp0, true: majp0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: makb0, true: makb0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: makb0, true: makb0, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: makr0, true: makr0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: makr0, true: makr0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mejl0, true: mapv0, file: sa1, noise: SIGNAL004.wav, level: 0 dB.
pred: mapv0, true: mapv0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: marc0, true: marc0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: marc0, true: marc0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: marw0, true: marw0, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: marw0, true: marw0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mbar0, true: mbar0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mzmb0, true: mbar0, file: sa2, noise: SIGNAL003.wav, level: 0 dB.
pred: mbbr0, true: mbbr0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mbbr0, true: mbbr0, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: mbcg0, true: mbcg0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: majp0, true: mbcg0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mbdg0, true: mbdg0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: mbdg0, true: mbdg0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: mstk0, true: mbef0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mbef0, true: mbef0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mbgt0, true: mbgt0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mbgt0, true: mbgt0, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: mbjk0, true: mbjk0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mbjk0, true: mbjk0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: mbjv0, true: mbjv0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: mbjv0, true: mbjv0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mbma0, true: mbma0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mdcd0, true: mbma0, file: sa2, noise: SIGNAL011.wav, level: 0 dB.
pred: mbma1, true: mbma1, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: mjdg0, true: mbma1, file: sa2, noise: SIGNAL011.wav, level: 0 dB.
pred: mbml0, true: mbml0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: msrg0, true: mbml0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mbns0, true: mbns0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: mbns0, true: mbns0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mcmb0, true: mbom0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mbom0, true: mbom0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mbpm0, true: mbpm0, file: sa1, noise: SIGNAL023.wav, level: 0 dB.
pred: mbpm0, true: mbpm0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: mchh0, true: mbsb0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: mabw0, true: mbsb0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mjmp0, true: mbth0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mbth0, true: mbth0, file: sa2, noise: SIGNAL003.wav, level: 0 dB.
pred: mbwm0, true: mbwm0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: majp0, true: mbwm0, file: sa2, noise: SIGNAL021.wav, level: 0 dB.
pred: mbwp0, true: mbwp0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: mjae0, true: mbwp0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mcae0, true: mcae0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mcae0, true: mcae0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: mjws0, true: mcal0, file: sa1, noise: SIGNAL017.wav, level: 0 dB.
pred: mcal0, true: mcal0, file: sa2, noise: SIGNAL012.wav, level: 0 dB.
pred: mccs0, true: mccs0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: mccs0, true: mccs0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mcdc0, true: mcdc0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: mbbr0, true: mcdc0, file: sa2, noise: SIGNAL011.wav, level: 0 dB.
pred: mcdd0, true: mcdd0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mbth0, true: mcdd0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mdas0, true: mcdr0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: mcdr0, true: mcdr0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: mcef0, true: mcef0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: mcef0, true: mcef0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: maeo0, true: mcem0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: mrmb0, true: mcem0, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: mcew0, true: mcew0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: mjls0, true: mcew0, file: sa2, noise: SIGNAL003.wav, level: 0 dB.
pred: mchh0, true: mchh0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: mchh0, true: mchh0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mcsh0, true: mchl0, file: sa1, noise: SIGNAL008.wav, level: 0 dB.
pred: mrcg0, true: mchl0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mclk0, true: mclk0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mclk0, true: mclk0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mclm0, true: mclm0, file: sa1, noise: SIGNAL006.wav, level: 0 dB.
pred: mclm0, true: mclm0, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: mcmb0, true: mcmb0, file: sa1, noise: SIGNAL023.wav, level: 0 dB.
pred: mzmb0, true: mcmb0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mcmj0, true: mcmj0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: mcmj0, true: mcmj0, file: sa2, noise: SIGNAL002.wav, level: 0 dB.
pred: mcpm0, true: mcpm0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: mcpm0, true: mcpm0, file: sa2, noise: SIGNAL017.wav, level: 0 dB.
pred: mejl0, true: mcrc0, file: sa1, noise: SIGNAL011.wav, level: 0 dB.
pred: mcrc0, true: mcrc0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: majp0, true: mcre0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mcre0, true: mcre0, file: sa2, noise: SIGNAL005.wav, level: 0 dB.
pred: mcsh0, true: mcsh0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: mjmp0, true: mcsh0, file: sa2, noise: SIGNAL002.wav, level: 0 dB.
pred: mrko0, true: mcss0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mklr0, true: mcss0, file: sa2, noise: SIGNAL012.wav, level: 0 dB.
pred: mcth0, true: mcth0, file: sa1, noise: SIGNAL024.wav, level: 0 dB.
pred: mdsc0, true: mcth0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mctm0, true: mctm0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: mctm0, true: mctm0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mctt0, true: mctt0, file: sa1, noise: SIGNAL018.wav, level: 0 dB.
pred: mfgk0, true: mctt0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mrms1, true: mctw0, file: sa1, noise: SIGNAL006.wav, level: 0 dB.
pred: mpar0, true: mctw0, file: sa2, noise: SIGNAL021.wav, level: 0 dB.
pred: mcxm0, true: mcxm0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mcxm0, true: mcxm0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: mdab0, true: mdab0, file: sa1, noise: SIGNAL015.wav, level: 0 dB.
pred: mdab0, true: mdab0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: mtbc0, true: mdac0, file: sa1, noise: SIGNAL011.wav, level: 0 dB.
pred: majp0, true: mdac0, file: sa2, noise: SIGNAL003.wav, level: 0 dB.
pred: mdac2, true: mdac2, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mmdm1, true: mdac2, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: mdas0, true: mdas0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mdas0, true: mdas0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mdaw1, true: mdaw1, file: sa1, noise: SIGNAL023.wav, level: 0 dB.
pred: msas0, true: mdaw1, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: fskl0, true: mdbb0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: ftaj0, true: mdbb0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mdbb1, true: mdbb1, file: sa1, noise: SIGNAL006.wav, level: 0 dB.
pred: mdbb1, true: mdbb1, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mklr0, true: mdbp0, file: sa1, noise: SIGNAL004.wav, level: 0 dB.
pred: mbml0, true: mdbp0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mdcd0, true: mdcd0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: mdcd0, true: mdcd0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mdcm0, true: mdcm0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: mgjc0, true: mdcm0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mwvw0, true: mddc0, file: sa1, noise: SIGNAL008.wav, level: 0 dB.
pred: mddc0, true: mddc0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: mded0, true: mded0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mded0, true: mded0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mdef0, true: mdef0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mdef0, true: mdef0, file: sa2, noise: SIGNAL023.wav, level: 0 dB.
pred: mdem0, true: mdem0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: mdem0, true: mdem0, file: sa2, noise: SIGNAL012.wav, level: 0 dB.
pred: mdhl0, true: mdhl0, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: mdhl0, true: mdhl0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: mdhs0, true: mdhs0, file: sa1, noise: SIGNAL018.wav, level: 0 dB.
pred: mdhs0, true: mdhs0, file: sa2, noise: SIGNAL021.wav, level: 0 dB.
pred: mdjm0, true: mdjm0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mdjm0, true: mdjm0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mdks0, true: mdks0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: mdks0, true: mdks0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mdlb0, true: mdlb0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mdlb0, true: mdlb0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: mdlc0, true: mdlc0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: mdlc0, true: mdlc0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: mdlc1, true: mdlc1, file: sa1, noise: SIGNAL016.wav, level: 0 dB.
pred: mdrb0, true: mdlc1, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: msmc0, true: mdlc2, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: majp0, true: mdlc2, file: sa2, noise: SIGNAL019.wav, level: 0 dB.
pred: mdld0, true: mdld0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: mdld0, true: mdld0, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: msmc0, true: mdlf0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mkdt0, true: mdlf0, file: sa2, noise: SIGNAL004.wav, level: 0 dB.
pred: mfrm0, true: mdlh0, file: sa1, noise: SIGNAL015.wav, level: 0 dB.
pred: mklr0, true: mdlh0, file: sa2, noise: SIGNAL014.wav, level: 0 dB.
pred: mkdb0, true: mdlm0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mjai0, true: mdlm0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mdlr0, true: mdlr0, file: sa1, noise: SIGNAL002.wav, level: 0 dB.
pred: mdlr0, true: mdlr0, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: mdlr1, true: mdlr1, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mdlr1, true: mdlr1, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mdls0, true: mdls0, file: sa1, noise: SIGNAL008.wav, level: 0 dB.
pred: mdls0, true: mdls0, file: sa2, noise: SIGNAL019.wav, level: 0 dB.
pred: mdma0, true: mdma0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: mdma0, true: mdma0, file: sa2, noise: SIGNAL018.wav, level: 0 dB.
pred: mtbc0, true: mdmt0, file: sa1, noise: SIGNAL008.wav, level: 0 dB.
pred: mdmt0, true: mdmt0, file: sa2, noise: SIGNAL011.wav, level: 0 dB.
pred: mhpg0, true: mdns0, file: sa1, noise: SIGNAL011.wav, level: 0 dB.
pred: mhpg0, true: mdns0, file: sa2, noise: SIGNAL021.wav, level: 0 dB.
pred: mrtc0, true: mdpb0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mdpb0, true: mdpb0, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: mdef0, true: mdpk0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mmlm0, true: mdpk0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mdps0, true: mdps0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mcdc0, true: mdps0, file: sa2, noise: SIGNAL021.wav, level: 0 dB.
pred: mjjg0, true: mdrb0, file: sa1, noise: SIGNAL018.wav, level: 0 dB.
pred: mdrb0, true: mdrb0, file: sa2, noise: SIGNAL001.wav, level: 0 dB.
pred: mdrd0, true: mdrd0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mchh0, true: mdrd0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mdrm0, true: mdrm0, file: sa1, noise: SIGNAL018.wav, level: 0 dB.
pred: mdrm0, true: mdrm0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mtbc0, true: mdsc0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mdsc0, true: mdsc0, file: sa2, noise: SIGNAL013.wav, level: 0 dB.
pred: mtpp0, true: mdsj0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mtjm0, true: mdsj0, file: sa2, noise: SIGNAL008.wav, level: 0 dB.
pred: mdss0, true: mdss0, file: sa1, noise: SIGNAL001.wav, level: 0 dB.
pred: mntw0, true: mdss0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mklr0, true: mdss1, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mdlr1, true: mdss1, file: sa2, noise: SIGNAL017.wav, level: 0 dB.
pred: mdtb0, true: mdtb0, file: sa1, noise: SIGNAL005.wav, level: 0 dB.
pred: majp0, true: mdtb0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: mdvc0, true: mdvc0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: mdvc0, true: mdvc0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: mdwa0, true: mdwa0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
pred: mdwa0, true: mdwa0, file: sa2, noise: SIGNAL020.wav, level: 0 dB.
pred: mdwd0, true: mdwd0, file: sa1, noise: SIGNAL021.wav, level: 0 dB.
pred: mklr0, true: mdwd0, file: sa2, noise: SIGNAL003.wav, level: 0 dB.
pred: mdwh0, true: mdwh0, file: sa1, noise: SIGNAL017.wav, level: 0 dB.
pred: majp0, true: mdwh0, file: sa2, noise: SIGNAL008.wav, level: 0 dB.
pred: mdwk0, true: mdwk0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mdwk0, true: mdwk0, file: sa2, noise: SIGNAL012.wav, level: 0 dB.
pred: mdwm0, true: mdwm0, file: sa1, noise: SIGNAL009.wav, level: 0 dB.
pred: mdwm0, true: mdwm0, file: sa2, noise: SIGNAL006.wav, level: 0 dB.
pred: meal0, true: meal0, file: sa1, noise: SIGNAL018.wav, level: 0 dB.
pred: mvrw0, true: meal0, file: sa2, noise: SIGNAL007.wav, level: 0 dB.
pred: medr0, true: medr0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: medr0, true: medr0, file: sa2, noise: SIGNAL017.wav, level: 0 dB.
pred: mefg0, true: mefg0, file: sa1, noise: SIGNAL019.wav, level: 0 dB.
pred: mefg0, true: mefg0, file: sa2, noise: SIGNAL008.wav, level: 0 dB.
pred: megj0, true: megj0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: megj0, true: megj0, file: sa2, noise: SIGNAL010.wav, level: 0 dB.
pred: mejl0, true: mejl0, file: sa1, noise: SIGNAL012.wav, level: 0 dB.
pred: mejl0, true: mejl0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: mejs0, true: mejs0, file: sa1, noise: SIGNAL007.wav, level: 0 dB.
pred: mejs0, true: mejs0, file: sa2, noise: SIGNAL024.wav, level: 0 dB.
pred: mers0, true: mers0, file: sa1, noise: SIGNAL004.wav, level: 0 dB.
pred: mers0, true: mers0, file: sa2, noise: SIGNAL016.wav, level: 0 dB.
pred: mesd0, true: mesd0, file: sa1, noise: SIGNAL013.wav, level: 0 dB.
pred: mesd0, true: mesd0, file: sa2, noise: SIGNAL022.wav, level: 0 dB.
pred: mgmm0, true: mesg0, file: sa1, noise: SIGNAL014.wav, level: 0 dB.
pred: mesg0, true: mesg0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: mfrm0, true: mesj0, file: sa1, noise: SIGNAL010.wav, level: 0 dB.
pred: mesj0, true: mesj0, file: sa2, noise: SIGNAL023.wav, level: 0 dB.
pred: mrmh0, true: mewm0, file: sa1, noise: SIGNAL015.wav, level: 0 dB.
pred: mjra0, true: mewm0, file: sa2, noise: SIGNAL015.wav, level: 0 dB.
pred: mrko0, true: mfer0, file: sa1, noise: SIGNAL003.wav, level: 0 dB.
pred: mfer0, true: mfer0, file: sa2, noise: SIGNAL009.wav, level: 0 dB.
pred: mfgk0, true: mfgk0, file: sa1, noise: SIGNAL022.wav, level: 0 dB.
